[2024-04-01 22:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2000
[2024-04-02 07:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2372
[2024-04-02 07:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2373
[2024-04-02 07:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2374
[2024-04-02 07:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2375
[2024-04-02 07:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2376
[2024-04-02 07:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2377
[2024-04-02 07:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2378
[2024-04-02 07:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2379
[2024-04-02 07:20:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2380
[2024-04-02 07:21:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2381
[2024-04-02 07:22:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2382
[2024-04-02 07:23:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2383
[2024-04-02 07:24:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2384
[2024-04-02 07:25:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2385
[2024-04-02 07:26:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2386
[2024-04-02 07:27:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2387
[2024-04-02 07:28:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2388
[2024-04-02 07:29:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2389
[2024-04-02 07:30:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2390
[2024-04-02 07:31:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2391
[2024-04-02 07:32:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2392
[2024-04-02 07:33:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2393
[2024-04-02 07:34:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2394
[2024-04-02 07:35:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2395
[2024-04-02 07:36:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2396
[2024-04-02 07:37:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2397
[2024-04-02 07:38:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2398
[2024-04-02 07:39:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2399
[2024-04-02 08:40:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2400
[2024-04-02 08:41:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2401
[2024-04-02 08:42:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2402
[2024-04-02 08:43:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2403
[2024-04-02 08:44:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2404
[2024-04-02 08:45:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2405
[2024-04-02 08:46:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2406
[2024-04-02 08:47:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2407
[2024-04-02 08:48:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2408
[2024-04-02 08:49:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2409
[2024-04-02 08:50:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2410
[2024-04-02 08:51:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2411
[2024-04-02 08:52:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2412
[2024-04-02 08:53:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2413
[2024-04-02 08:54:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2414
[2024-04-02 08:55:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2415
[2024-04-02 08:56:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2416
[2024-04-02 08:57:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2417
[2024-04-02 08:58:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2418
[2024-04-02 08:59:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2419
[2024-04-02 08:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2420
[2024-04-02 08:01:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2421
[2024-04-02 08:02:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2422
[2024-04-02 08:03:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2423
[2024-04-02 08:04:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2424
[2024-04-02 08:05:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2425
[2024-04-02 08:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2426
[2024-04-02 08:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2427
[2024-04-02 08:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2428
[2024-04-02 08:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2429
[2024-04-02 08:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2430
[2024-04-02 08:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2431
[2024-04-02 08:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2432
[2024-04-02 08:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2433
[2024-04-02 08:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2434
[2024-04-02 08:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2435
[2024-04-02 08:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2436
[2024-04-02 08:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2437
[2024-04-02 08:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2438
[2024-04-02 08:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2439
[2024-04-02 09:20:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2440
[2024-04-02 09:21:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2441
[2024-04-02 09:22:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2442
[2024-04-02 09:23:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2443
[2024-04-02 09:24:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2444
[2024-04-02 09:25:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2445
[2024-04-02 09:26:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2446
[2024-04-02 09:27:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2447
[2024-04-02 09:28:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2448
[2024-04-02 09:29:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2449
[2024-04-02 09:30:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2450
[2024-04-02 09:31:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2451
[2024-04-02 09:32:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2452
[2024-04-02 09:33:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2453
[2024-04-02 09:34:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2454
[2024-04-02 09:35:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2455
[2024-04-02 09:36:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2456
[2024-04-02 09:37:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2457
[2024-04-02 09:38:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2458
[2024-04-02 09:39:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2459
[2024-04-02 09:40:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2460
[2024-04-02 09:41:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2461
[2024-04-02 09:42:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2462
[2024-04-02 09:43:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2463
[2024-04-02 09:44:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2464
[2024-04-02 09:45:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2465
[2024-04-02 09:46:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2466
[2024-04-02 09:47:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2467
[2024-04-02 09:48:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2468
[2024-04-02 09:49:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2469
[2024-04-02 09:50:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2470
[2024-04-02 09:51:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2471
[2024-04-02 09:52:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2472
[2024-04-02 09:53:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2473
[2024-04-02 09:54:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2474
[2024-04-02 09:55:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2475
[2024-04-02 09:56:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2476
[2024-04-02 09:57:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2477
[2024-04-02 09:58:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2478
[2024-04-02 09:59:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2479
[2024-04-02 10:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2480
[2024-04-02 10:01:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2481
[2024-04-02 10:02:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2482
[2024-04-02 10:03:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2483
[2024-04-02 10:04:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2484
[2024-04-02 10:05:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2485
[2024-04-02 10:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2486
[2024-04-02 10:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2487
[2024-04-02 10:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2488
[2024-04-02 10:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2489
[2024-04-02 10:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2490
[2024-04-02 10:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2491
[2024-04-02 10:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2492
[2024-04-02 10:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2493
[2024-04-02 10:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2494
[2024-04-02 10:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2495
[2024-04-02 10:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2496
[2024-04-02 10:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2497
[2024-04-02 10:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2498
[2024-04-02 10:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2499
