[2024-03-15 08:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1000
[2024-03-15 20:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1366
[2024-03-15 20:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1367
[2024-03-15 20:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1368
[2024-03-15 20:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1369
[2024-03-15 20:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1370
[2024-03-15 20:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1371
[2024-03-15 20:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1372
[2024-03-15 20:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1373
[2024-03-15 20:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1374
[2024-03-15 20:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1375
[2024-03-15 20:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1376
[2024-03-15 20:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1377
[2024-03-15 20:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1378
[2024-03-15 20:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1379
[2024-03-15 20:20:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1380
[2024-03-15 20:21:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1381
[2024-03-15 20:22:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1382
[2024-03-15 20:23:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1383
[2024-03-15 20:24:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1384
[2024-03-15 20:25:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1385
[2024-03-15 20:26:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1386
[2024-03-15 20:27:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1387
[2024-03-15 20:28:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1388
[2024-03-15 20:29:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1389
[2024-03-15 21:30:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1390
[2024-03-15 21:31:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1391
[2024-03-15 21:32:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1392
[2024-03-15 21:33:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1393
[2024-03-15 21:34:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1394
[2024-03-15 21:35:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1395
[2024-03-15 21:36:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1396
[2024-03-15 21:37:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1397
[2024-03-15 21:38:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1398
[2024-03-15 21:39:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1399
[2024-03-15 21:40:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1400
[2024-03-15 21:41:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1401
[2024-03-15 21:42:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1402
[2024-03-15 21:43:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1403
[2024-03-15 21:44:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1404
[2024-03-15 21:45:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1405
[2024-03-15 21:46:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1406
[2024-03-15 21:47:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1407
[2024-03-15 21:48:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1408
[2024-03-15 21:49:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1409
[2024-03-15 21:50:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1410
[2024-03-15 21:51:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1411
[2024-03-15 21:52:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1412
[2024-03-15 21:53:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1413
[2024-03-15 21:54:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1414
[2024-03-15 21:55:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1415
[2024-03-15 21:56:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1416
[2024-03-15 21:57:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1417
[2024-03-15 21:58:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1418
[2024-03-15 21:59:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1419
[2024-03-15 22:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1420
[2024-03-15 22:01:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1421
[2024-03-15 22:02:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1422
[2024-03-15 22:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1423
[2024-03-15 22:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1424
[2024-03-15 22:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1425
[2024-03-15 22:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1426
[2024-03-15 22:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1427
[2024-03-15 22:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1428
[2024-03-15 22:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1429
[2024-03-15 22:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1430
[2024-03-15 22:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1431
[2024-03-15 22:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1432
[2024-03-15 22:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1433
[2024-03-15 22:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1434
[2024-03-15 22:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1435
[2024-03-15 22:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1436
[2024-03-15 22:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1437
[2024-03-15 22:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1438
[2024-03-15 22:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1439
[2024-03-15 22:20:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1440
[2024-03-15 22:21:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1441
[2024-03-15 22:22:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1442
[2024-03-15 22:23:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1443
[2024-03-15 22:24:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1444
[2024-03-15 22:25:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1445
[2024-03-15 22:26:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1446
[2024-03-15 22:27:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1447
[2024-03-15 22:28:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1448
[2024-03-15 22:29:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1449
[2024-03-15 23:30:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1450
[2024-03-15 23:31:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1451
[2024-03-15 23:32:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1452
[2024-03-15 23:33:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1453
[2024-03-15 23:34:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1454
[2024-03-15 23:35:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1455
[2024-03-15 23:36:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1456
[2024-03-15 23:37:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1457
[2024-03-15 23:38:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1458
[2024-03-15 23:39:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1459
[2024-03-15 23:40:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1460
[2024-03-15 23:41:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1461
[2024-03-15 23:42:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1462
[2024-03-15 23:43:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1463
[2024-03-15 23:44:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1464
[2024-03-15 23:45:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1465
[2024-03-15 23:46:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1466
[2024-03-15 23:47:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1467
[2024-03-15 23:48:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1468
[2024-03-15 23:49:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1469
[2024-03-15 23:50:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1470
[2024-03-15 23:51:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1471
[2024-03-15 23:52:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1472
[2024-03-15 23:53:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1473
[2024-03-15 23:54:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1474
[2024-03-15 23:55:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1475
[2024-03-15 23:56:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1476
[2024-03-15 23:57:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1477
[2024-03-15 23:58:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1478
[2024-03-15 23:59:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1479
[2024-03-16 00:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1480
[2024-03-16 00:01:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1481
[2024-03-16 00:02:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1482
[2024-03-16 00:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1483
[2024-03-16 00:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1484
[2024-03-16 00:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1485
[2024-03-16 00:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1486
[2024-03-16 00:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1487
[2024-03-16 00:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1488
[2024-03-16 00:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1489
[2024-03-16 00:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1490
[2024-03-16 00:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1491
[2024-03-16 00:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1492
[2024-03-16 00:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1493
[2024-03-16 00:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1494
[2024-03-16 00:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1495
[2024-03-16 00:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1496
[2024-03-16 00:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1497
[2024-03-16 00:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1498
[2024-03-16 00:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1499
